WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Freq,LogFreq,Modality,AnyPositive,AllEqual
powerfully__r,-0.015611543,0.017924672,0.066199267,0.112799569,-0.017110039,powerfully,r,8,0.903089987,Olfactory,yes,no
vibrant__a,0.039793976,-0.021194902,-0.038947557,0,-0.047822785,vibrant,a,52,1.716003344,Visual,yes,no
dismissal__n,0.001135323,0.004561493,-0.024438349,0,-0.073450384,dismissal,n,57,1.755874856,Auditory,no,no
rigorous__a,-0.026065148,0.010370833,-0.046832836,0,-0.000404979,rigorous,a,43,1.633468456,Auditory,yes,no
rebel-occupied__a,0,0.036544555,0,0,0.095742133,rebel-occupied,a,NA,NA,Haptic,yes,no
tale__n,-0.023002518,-0.023920009,-0.006435031,-0.006428283,-0.006934324,tale,n,612,2.786751422,Olfactory,no,no
collagen__n,0.053798429,0,0.087495734,0,0,collagen,n,39,1.591064607,Gustatory,yes,no
soman__n,0.01954918,0.037558717,0,0,0,soman,n,NA,NA,Auditory,yes,no
actual__a,0.002768005,-0.004709549,-0.022145019,0,-0.025594636,actual,a,884,2.946452265,Visual,no,no
bald__a,0.06627663,-0.067661667,-0.007331382,0,-0.002129838,bald,a,496,2.695481676,Visual,yes,no
blame__v,-0.032704913,0.015285054,-0.010331948,0,-0.022795628,blame,v,2998,3.476831629,Auditory,yes,no
brain__n,-0.101725673,-0.094704,0.201013142,-0.093638814,-0.053328388,brain,n,3928,3.594171479,Gustatory,yes,no
tubing__n,0.004688885,0,0,0,0.003300023,tubing,n,35,1.544068044,Visual,no,no
bright-pink__a,0,0.086707279,0,0,0.045162357,bright-pink,a,NA,NA,Auditory,yes,no
all-out__a,-0.015611543,-0.015503782,-0.02861491,0,0.00363567,all-out,a,NA,NA,Haptic,no,no
shine__v,0.115183846,-0.118773203,-0.073721426,0,0.078336381,shine,v,1053,3.022428371,Visual,yes,no
blame__n,-0.08949082,0.031917341,-0.018403063,0,0.000982942,blame,n,2998,3.476831629,Auditory,yes,no
adjuster__n,0,0.02168426,0.064478334,0,0.030302062,adjuster,n,20,1.301029996,Gustatory,yes,no
militancy__n,0.053309981,0,0,0,0.068500552,militancy,n,NA,NA,Haptic,yes,no
insufficient__a,-0.024604777,0.008521929,-0.063179555,0,-0.038696526,insufficient,a,54,1.73239376,Auditory,no,no
muffin__n,-0.069489296,0,0.180038303,0.114343768,-0.060582761,muffin,n,297,2.472756449,Gustatory,yes,no
cuff__n,-0.017115156,0.007837094,0.037000608,0,0.041877907,cuff,n,291,2.463892989,Haptic,yes,no
encircle__v,-0.023776844,0,0,0,0.038184947,encircle,v,7,0.84509804,Haptic,yes,no
phantom__n,0,0.013719446,0,0,-0.005035245,phantom,n,208,2.318063335,Auditory,yes,no
phantom__a,0.012271865,0,0.077138471,0,-0.035843761,phantom,a,208,2.318063335,Gustatory,yes,no
musty__a,0.066488572,-0.012229499,0,0.176890403,0,musty,a,25,1.397940009,Olfactory,yes,no
bullwhip__n,0,0,0,0,0.098531438,bullwhip,n,11,1.041392685,Haptic,yes,no
permanently__r,0.000459875,-0.007322723,-0.01071445,0,0.049031541,permanently,r,245,2.389166084,Haptic,yes,no
synthesizer__n,-0.014469367,0.022733652,0,0,0.011453066,synthesizer,n,27,1.431363764,Auditory,yes,no
coarsely__r,0.033591951,0,0.137235256,0,0.01320358,coarsely,r,NA,NA,Gustatory,yes,no
trailer__n,-0.006016646,-0.004748651,-0.035331396,0,0.02005419,trailer,n,579,2.762678564,Haptic,yes,no
unassumingly__r,0,0.109903925,0,0,0,unassumingly,r,NA,NA,Auditory,yes,no
amplify__v,-0.015409674,0.007518035,0.054664718,0,0,amplify,v,19,1.278753601,Gustatory,yes,no
waist__n,-0.014699464,-0.000830852,0.029341763,0,0.009069982,waist,n,262,2.418301291,Gustatory,yes,no
dear__r,-0.032131627,0,0.002242502,0,0.059041884,dear,r,11395,4.05671433,Haptic,yes,no
u.s.-produced__a,0.088974827,0.028700767,0,0,0,u.s.-produced,a,NA,NA,Visual,yes,no
proper__a,-0.014895738,0.01080244,-0.019095235,0,-0.005062495,proper,a,1289,3.110252917,Auditory,yes,no
brethren__n,0.021092345,-0.018304463,0.026560594,0,0.006409696,brethren,n,68,1.832508913,Gustatory,yes,no
pitchout__n,0,0,0,0,0.037318569,pitchout,n,NA,NA,Haptic,yes,no
experimental__a,-0.009408413,-0.003003334,-0.056282052,0,-0.049032821,experimental,a,199,2.298853076,Olfactory,no,no
bloop__v,0,0,0.058131131,0,0.023954859,bloop,v,6,0.77815125,Gustatory,yes,no
item__n,-0.005328439,-0.05389,-0.016230479,-0.015848197,-0.050041532,item,n,628,2.797959644,Visual,no,no
westhampton__n,0.098736468,0,0,0,0,westhampton,n,NA,NA,Visual,yes,no
well-drained__a,0,0,0.131572337,0,0,well-drained,a,NA,NA,Gustatory,yes,no
bottler__n,-0.02182397,0.016896998,0,0,-0.023280045,bottler,n,1,0,Auditory,yes,no
cough__v,0.001934518,0.012057751,-0.038581937,0,0.030456853,cough,v,448,2.651278014,Haptic,yes,no
forgo__v,0.020367292,-0.020156161,-0.022659561,0,-0.01085809,forgo,v,15,1.176091259,Visual,yes,no
hapless__a,-0.038661433,0.007913228,-0.023892808,0,0.025486588,hapless,a,20,1.301029996,Haptic,yes,no
befriend__v,-0.053613151,-0.018304463,0.026560594,0,0.006409696,befriend,v,22,1.342422681,Gustatory,yes,no
cough__n,-0.03687681,0.039870906,0,0,-0.038265673,cough,n,448,2.651278014,Auditory,yes,no
brightest__a,0.038548289,-0.023972212,0,0,0.006122981,brightest,a,110,2.041392685,Visual,yes,no
copyright__n,-0.059982583,-0.032679044,0,0,-0.079918856,copyright,n,31,1.491361694,Gustatory,no,no
essence__n,-0.039065857,-0.050787719,0.007623328,0.325827191,-0.049426887,essence,n,287,2.457881897,Olfactory,yes,no
highlight-reel__a,0,0.045437108,0,0,0.05405491,highlight-reel,a,NA,NA,Haptic,yes,no
bone-marrow__n,0.038707432,0,0.123348956,0,0,bone-marrow,n,NA,NA,Gustatory,yes,no
complicated__a,-0.015387031,-0.009090031,0.003949469,-0.015663341,-0.006004794,complicated,a,1385,3.141449773,Gustatory,no,no
home-raised__a,0.147896535,0,0,0,0,home-raised,a,NA,NA,Visual,yes,no
haves__n,0,-0.000723183,0,0,0.007894618,haves,n,15,1.176091259,Haptic,no,no
at-risk__a,0,0.009807334,0,0,0.069397922,at-risk,a,NA,NA,Haptic,yes,no
citywide__a,0,0.017868797,0,0,0,citywide,a,25,1.397940009,Auditory,yes,no
asparagus__n,0.027640396,0,0.169066416,0,-0.096369213,asparagus,n,50,1.698970004,Gustatory,yes,no
fact__n,0.002905981,0.002220384,-0.033843733,-0.100860023,-0.008799308,fact,n,8801,3.944532021,Visual,no,no
sclerosis__n,0,0,0,0,0.099635,sclerosis,n,13,1.113943352,Haptic,yes,no
anecdote__n,0.001469541,-0.050936264,0.018954773,0,0.02790002,anecdote,n,55,1.740362689,Haptic,yes,no
species__n,0.008484694,-0.032527481,0.011435212,0,-0.052061337,species,n,696,2.84260924,Gustatory,yes,no
citric__a,0,0.015337058,0.058131131,0,0,citric,a,2,0.301029996,Gustatory,yes,no
remaining__a,-0.028549477,-0.031201976,0.01635568,0,-0.006875726,remaining,a,344,2.536558443,Gustatory,yes,no
ski-slope__a,0.149834007,0,0,0,0,ski-slope,a,NA,NA,Visual,yes,no
superficial__a,-0.051737105,-0.00077018,-0.018949696,0,0,superficial,a,148,2.170261715,Olfactory,no,no
duplicity__n,0,0.034080406,0.096020862,0,0,duplicity,n,11,1.041392685,Gustatory,yes,no
heed__v,-0.05510099,0.001871507,-0.047827781,0,0.00155359,heed,v,92,1.963787827,Auditory,no,no
spam__a,0.032570392,-0.005317779,0,0,0.003300023,spam,a,59,1.770852012,Visual,yes,no
bead__n,0.048065963,-0.0186341,-0.054527003,0,-0.063856116,bead,n,57,1.755874856,Visual,yes,no
photos__n,0.013521972,-0.070636322,-0.027842249,0.10975375,-0.06201852,photos,n,1016,3.006893708,Olfactory,yes,no
spam__n,-0.004712864,-0.049795062,-0.005813393,0.10493754,0,spam,n,59,1.770852012,Olfactory,yes,no
morph__v,0,-0.027725223,0,0,0.028362072,morph,v,38,1.579783597,Haptic,yes,no
basement__n,0.000206436,-0.019069455,-0.036497144,0,0.011041514,basement,n,1074,3.031004281,Haptic,yes,no
parcel__n,-0.058943613,-0.023892889,-0.026156204,0,0.013842613,parcel,n,71,1.851258349,Haptic,yes,no
premium__n,0.001146842,-0.001811277,-0.016588615,0,-0.037892149,premium,n,88,1.944482672,Visual,no,no
premium__a,-0.023776844,0,0,0,0,premium,a,88,1.944482672,Auditory,no,no
wetter__n,0,0,0,0,0.084326559,wetter,n,24,1.380211242,Haptic,yes,no
scent__a,0,0.009542516,0,0.222954863,0,scent,a,304,2.482873584,Olfactory,yes,no
grievous__a,0.000401777,0.010004318,0.108515053,0,-0.027999974,grievous,a,53,1.72427587,Gustatory,yes,no
hastily__r,0.021537538,-0.023171414,-0.039983993,0,-0.001076709,hastily,r,38,1.579783597,Visual,yes,no
exclude__v,0.003733908,-0.025072738,-0.054059774,0,-0.027724454,exclude,v,51,1.707570176,Visual,no,no
vestment__n,0.112003562,-0.036617776,0,0,-0.001025629,vestment,n,2,0.301029996,Visual,yes,no
scent__n,-0.020105153,-0.058975847,0.001871995,0.32597094,-0.04299882,scent,n,304,2.482873584,Olfactory,yes,no
best-seller__n,0,-0.005317779,0,0,0.003300023,best-seller,n,NA,NA,Haptic,no,no
bluntly__r,-0.001826986,0.049596252,-0.035138256,0,-0.051588826,bluntly,r,25,1.397940009,Auditory,yes,no
scent__v,0,0.038877673,0,0.259733072,0.053819183,scent,v,304,2.482873584,Olfactory,yes,no
condensation__n,0,0,0.052336589,0,0.046415675,condensation,n,17,1.230448921,Gustatory,yes,no
mangle__v,-0.011053478,-0.021060143,0,0,0,mangle,v,14,1.146128036,Gustatory,no,no
best-seller__a,0.014906821,-0.041948238,0,0,-0.033330436,best-seller,a,NA,NA,Visual,yes,no
teenage__a,-0.048248734,0.010821839,-0.02985566,0,0.005830214,teenage,a,350,2.544068044,Auditory,yes,no
chickpea__v,0.077851216,0,0.110638625,0,0,chickpea,v,NA,NA,Gustatory,yes,no
treason__n,0.004688885,-0.005317779,0,0,0,treason,n,259,2.413299764,Visual,no,no
atone__v,0,0.006106793,0,0,0.035349703,atone,v,43,1.633468456,Haptic,yes,no
neatly__r,-0.030742954,-0.016164469,0.005028824,0,-0.055352051,neatly,r,68,1.832508913,Gustatory,no,no
full-fledged__a,-0.041111441,-0.051602369,-0.052586607,0,-0.027415183,full-fledged,a,NA,NA,Olfactory,no,no
flimsiest__a,0,0,0.118431102,0.25984558,0,flimsiest,a,1,0,Olfactory,yes,no
veer__v,-0.02592576,-0.051512555,-0.045477614,0,0.062588102,veer,v,55,1.740362689,Haptic,yes,no
skeleton__n,0.072037358,-0.043869809,-0.04533306,0,-0.045229607,skeleton,n,261,2.416640507,Visual,yes,no
well-behaved__a,0.031690925,0,0,0,0,well-behaved,a,NA,NA,Visual,yes,no
overflow__v,-0.071877988,-0.048909755,0.109601065,0,-0.039731916,overflow,v,49,1.69019608,Gustatory,yes,no
intertwine__v,-0.023437494,0,0,0,-0.051195536,intertwine,v,8,0.903089987,Auditory,no,no
far-reaching__a,-0.029224884,-0.065444456,0,0,-0.056826654,far-reaching,a,NA,NA,Gustatory,no,no
nonbeliever__n,0,0.009542516,0,0,0.018160317,nonbeliever,n,4,0.602059991,Haptic,yes,no
continental__a,-0.006968698,-0.074840823,0,0,0.025182833,continental,a,168,2.225309282,Haptic,yes,no
best__a,-0.007971651,0.012435331,-0.000348261,-0.054485278,-0.002558606,best,a,20623,4.314351842,Auditory,yes,no
best__r,-0.009890118,-0.02353934,0.004623394,-0.045491949,-0.010971506,best,r,20623,4.314351842,Gustatory,no,no
best__v,-0.007659687,0.001780937,0,0,-0.035843761,best,v,20623,4.314351842,Auditory,no,no
consumers__n,-0.04983352,0.080132102,0,0,-0.032205122,consumers,n,45,1.653212514,Auditory,yes,no
tragedy__n,-0.003163418,0.017801787,-0.00970516,0,0.000197044,tragedy,n,723,2.859138297,Auditory,yes,no
actively__r,-0.005584603,-0.012872437,-0.044621772,0,0.049280997,actively,r,42,1.62324929,Haptic,yes,no
split__v,-0.028249899,-0.007553524,0.056990716,0.095320226,-0.008988748,split,v,1954,3.290924559,Olfactory,yes,no
split__n,0.010187595,-0.059504056,0.167137551,0.025254876,-0.06223392,split,n,1954,3.290924559,Gustatory,yes,no
split__a,0,-0.024476031,0.018318043,0,0.048097281,split,a,1954,3.290924559,Haptic,yes,no
satin__a,0.069979672,0,0,0,0,satin,a,133,2.123851641,Visual,yes,no
luxurious__a,-0.003044011,0,-0.031091441,0,-0.039327598,luxurious,a,57,1.755874856,Auditory,no,no
score__v,-0.059373396,-0.053153696,0.064105634,-0.111169089,0.033790125,score,v,1552,3.190891717,Gustatory,yes,no
upshot__n,0,0.019327218,0.015068851,0,0.008113705,upshot,n,20,1.301029996,Auditory,yes,no
five-run__a,0,0,0.033178337,0,-0.000997935,five-run,a,NA,NA,Gustatory,yes,no
satin__n,0.075816954,0,0,0,-0.033330436,satin,n,133,2.123851641,Visual,yes,no
score__n,-0.015086492,-0.011611512,0.006313007,0,0.017632551,score,n,1552,3.190891717,Haptic,yes,no
centralized__a,-0.020816569,-0.003927238,0,0,0.00492972,centralized,a,7,0.84509804,Haptic,no,no
terminate__v,-0.052217027,0.032581117,0,0,0.01824339,terminate,v,140,2.146128036,Auditory,yes,no
cherish__v,0.001934518,-0.021678244,0,0,-0.047025966,cherish,v,227,2.356025857,Visual,no,no
recruiter__n,-0.002511359,-0.002256874,0,0,-0.032205122,recruiter,n,35,1.544068044,Gustatory,no,no
beacon__n,0.01624234,0,0,0,-0.020715548,beacon,n,197,2.294466226,Visual,yes,no
caucus__n,-0.047927027,-0.015993254,-0.117183634,0,0.026572522,caucus,n,15,1.176091259,Haptic,yes,no
ira__n,0.012271865,-0.01794405,0,0,0.01081579,ira,n,198,2.29666519,Visual,yes,no
place__v,-0.01717157,-0.067508759,0.087131431,-0.074176851,-0.032500357,place,v,30736,4.487647348,Gustatory,yes,no
place__n,-0.011722539,-0.011570863,-0.005354832,-0.053690183,-0.005362168,place,n,30736,4.487647348,Gustatory,no,no
seawater__n,0,0,0.115992891,0,0.030302062,seawater,n,23,1.361727836,Gustatory,yes,no
middle-class__a,0.00639891,-0.03780541,-0.007930812,0,0.047893469,middle-class,a,NA,NA,Haptic,yes,no
realize__v,-0.009205223,0.016347987,-0.030556294,-0.109445466,0.00107856,realize,v,4032,3.605520523,Auditory,yes,no
squeegee__n,0,0,0.128981688,0,0.064320609,squeegee,n,14,1.146128036,Gustatory,yes,no
tux__n,-0.017718558,0.019327218,0,0,0,tux,n,176,2.245512668,Auditory,yes,no
progressively__r,0.004688885,0,0,0,0.031142986,progressively,r,20,1.301029996,Haptic,yes,no
wafer__n,0.031215221,0,0.144631837,0,-0.059429453,wafer,n,15,1.176091259,Gustatory,yes,no
tantamount__a,0,0.029007108,0.037012004,0,0.001887293,tantamount,a,17,1.230448921,Gustatory,yes,no
incarnation__n,-0.047818609,-0.012229499,-0.0150312,0,-0.022821663,incarnation,n,18,1.255272505,Olfactory,no,no
insensitivity__n,0.046116056,-0.000743253,0,0,0,insensitivity,n,14,1.146128036,Visual,yes,no
spaniard__n,0,0.054163254,0,0,-0.025165707,spaniard,n,25,1.397940009,Auditory,yes,no
mania__n,0,-0.041948238,0,0,-0.006504018,mania,n,52,1.716003344,Visual,no,no
seethe__v,0,-0.006969664,0.009010565,0,0.038184947,seethe,v,5,0.698970004,Haptic,yes,no
morning__n,0.002469819,-0.005731057,-0.021440782,-0.131414679,0.019978087,morning,n,22389,4.350034696,Haptic,yes,no
sublime__a,0,0,0,0,-0.011182553,sublime,a,74,1.86923172,Visual,no,no
suv__n,-0.034560831,0.002725405,-0.027842249,0,0.033384102,suv,n,NA,NA,Haptic,yes,no
advocate__v,-0.002096375,-0.005762381,-0.086531954,0,-0.044070649,advocate,v,113,2.053078443,Olfactory,no,no
pulpit__n,0.001934518,0.012057751,-0.038581937,0,-0.072758209,pulpit,n,31,1.491361694,Auditory,yes,no
roofing__n,0,-0.013653047,0,0,0.043115259,roofing,n,13,1.113943352,Haptic,yes,no
keenly__r,0.023079433,-0.027384518,0.033583193,0,0.01024926,keenly,r,19,1.278753601,Gustatory,yes,no
advocate__n,-0.024606184,0.027396161,-0.061114044,0,-0.058650227,advocate,n,113,2.053078443,Auditory,yes,no
longball__a,0.10214125,0,0,0,0,longball,a,NA,NA,Visual,yes,no
insular__a,0,0.050037412,0,0,0.030302062,insular,a,3,0.477121255,Auditory,yes,no
food-borne__a,0,0,0,0,0.080162686,food-borne,a,NA,NA,Haptic,yes,no
corpse__n,0.053616579,-0.08227809,-0.009369491,0.055749671,0.015585409,corpse,n,515,2.711807229,Olfactory,yes,no
great-grandfather__n,0.012880472,0,0,0,0,great-grandfather,n,NA,NA,Visual,yes,no
amber__n,0.081156318,-0.063619815,0.042806949,0,-0.00926961,amber,n,473,2.674861141,Visual,yes,no
unit__n,-0.023599666,3.93E-05,-0.055611646,-0.127583831,-0.01478331,unit,n,1845,3.26599637,Auditory,no,no
demean__v,-0.020816569,0.03215976,0,0,-0.022205432,demean,v,18,1.255272505,Auditory,yes,no
heaviest__a,0.032528683,-0.03763397,0,0,-0.028777012,heaviest,a,35,1.544068044,Visual,yes,no
crusade__v,0.063301002,0,0,0,0.078649691,crusade,v,194,2.28780173,Haptic,yes,no
mottle__v,0.085805679,0,0,0.189932588,0.018160317,mottle,v,NA,NA,Olfactory,yes,no
bulldogs__n,-0.029447838,0.018985217,0.031574296,0,0.039078409,bulldogs,n,25,1.397940009,Haptic,yes,no
wipe__v,-0.015121567,-0.05208252,0.024295921,0.053914317,-0.026752042,wipe,v,861,2.935003151,Olfactory,yes,no
crusade__n,-0.049849147,-0.052687313,-0.06145679,0,-0.043110229,crusade,n,194,2.28780173,Olfactory,no,no
dribble__n,-0.014870911,-0.025155275,-0.008683997,0,0.063682854,dribble,n,68,1.832508913,Haptic,yes,no
grinding__a,0,0.050037412,0,0,0,grinding,a,106,2.025305865,Auditory,yes,no
assistant__n,-0.052214444,0.027940874,-0.025767216,-0.065994862,-0.017429896,assistant,n,1643,3.215637563,Auditory,yes,no
clone__v,-0.010148809,0.015055827,0,0,-0.038265673,clone,v,128,2.10720997,Auditory,yes,no
mallet__n,-0.026611111,0.010004318,0.108515053,0,0.019039171,mallet,n,35,1.544068044,Gustatory,yes,no
reverence__n,0.017645135,0.007154206,0,0,0.032271274,reverence,n,68,1.832508913,Haptic,yes,no
assistant__a,-0.069402545,0.066149758,-0.058947567,-0.001535307,-0.011593224,assistant,a,1643,3.215637563,Auditory,yes,no
glitz__n,0.059998408,-0.018304463,0.006347699,0,-0.028777012,glitz,n,6,0.77815125,Visual,yes,no
admit__v,-0.003260172,0.00331566,-0.015303407,-0.020347573,0.007684842,admit,v,3019,3.479863113,Haptic,no,no
arbitration__n,0.01150102,0.015461373,-0.057027934,0,-0.019466057,arbitration,n,23,1.361727836,Auditory,yes,no
texas-oklahoma__a,0,0,0.133654602,0,0,texas-oklahoma,a,NA,NA,Gustatory,yes,no
indian__a,0.032220141,-0.029312671,-0.040471464,0,-0.019346284,indian,a,175,2.243038049,Visual,yes,no
fluster__v,0,0.064473463,0,0,0.023954859,fluster,v,3,0.477121255,Auditory,yes,no
dribble__v,0.029555302,-0.029572506,0,0,0.049755845,dribble,v,68,1.832508913,Haptic,yes,no
clone__n,0.030968743,-0.041948238,0.000845836,0,-0.006504018,clone,n,128,2.10720997,Visual,yes,no
contrary__n,-0.011511229,0.040040097,-0.015758622,0.128496222,-0.051588826,contrary,n,454,2.657055853,Olfactory,yes,no
explore__v,-0.038258673,-0.000394868,-0.025969371,0.006677201,-0.048976051,explore,v,317,2.501059262,Olfactory,no,no
criminal__n,0.01510961,0.000423971,-0.047229767,0,0.008752405,criminal,n,1758,3.245018871,Visual,yes,no
criminal__a,-0.032801733,-0.029268661,-0.112640736,0,-0.03652358,criminal,a,1758,3.245018871,Olfactory,no,no
run-through__n,0.053309981,-0.005317779,0,0,0,run-through,n,NA,NA,Visual,yes,no
blacksmith__n,-0.007452859,0.009807334,0,0,0,blacksmith,n,107,2.029383778,Auditory,no,no
four-letter__a,0,0.059322713,0,0,0.003300023,four-letter,a,NA,NA,Auditory,yes,no
teary__a,0.067533,0,0,0,0,teary,a,4,0.602059991,Visual,yes,no
appalling__a,0.000401777,0,0,0,-0.027999974,appalling,a,99,1.995635195,Visual,no,no
curveball__n,-0.012121701,0.003774026,0.054318675,0,0.028705056,curveball,n,17,1.230448921,Gustatory,yes,no
antimissile__a,0.017645135,0,0,0,-0.030718524,antimissile,a,2,0.301029996,Visual,yes,no
yield__n,-0.026792347,-0.02556018,0.021539989,0,-0.031417181,yield,n,206,2.31386722,Gustatory,yes,no
personally__r,-0.001762626,0.022962048,-0.032339301,0,-0.001710934,personally,r,1870,3.271841607,Auditory,yes,no
yield__v,0.038468005,-0.019404712,0.032491362,-0.014251653,-0.039404213,yield,v,206,2.31386722,Visual,yes,no
reliever__n,-0.026426901,-0.013308043,0.022551493,0,0.038964102,reliever,n,9,0.954242509,Haptic,yes,no
ruling__n,0.004752596,0.007906417,-0.08211325,0,-0.051101474,ruling,n,209,2.320146286,Auditory,no,no
diamond-studded__a,0,0.036544555,0,0,0.045162357,diamond-studded,a,NA,NA,Haptic,yes,no
sponsor__n,-0.014889008,0.02981507,-0.016549557,0,-0.030052031,sponsor,n,273,2.436162647,Auditory,yes,no
technologically__r,0.021092345,-0.002768143,0,0,-0.00926961,technologically,r,19,1.278753601,Visual,yes,no
sponsor__v,-0.044495182,-0.005719315,-0.048974865,0,-0.081459493,sponsor,v,273,2.436162647,Olfactory,no,no
viburnum__n,0.048238771,0,-0.006426315,0.22046149,0.005826665,viburnum,n,NA,NA,Olfactory,yes,no
removable__a,-0.003646382,0,0.029141027,0,0,removable,a,6,0.77815125,Gustatory,yes,no
flip__v,-0.030573017,-0.03698608,0.026839991,0,0.027761513,flip,v,728,2.862131379,Haptic,yes,no
awkward__a,0.023687242,-0.006483011,-0.038319646,0,0.02205343,awkward,a,730,2.86332286,Visual,yes,no
taxpayers__n,0,0.07791168,0,0,0.01081579,taxpayers,n,84,1.924279286,Auditory,yes,no
worst-case__a,0.006357126,-0.003927238,0,0,-0.022205432,worst-case,a,NA,NA,Visual,no,no
kleptomania__n,0.063301002,0,0,0,0.061844926,kleptomania,n,4,0.602059991,Visual,yes,no
glyphosate__n,0,0.081319827,0,0,0,glyphosate,n,NA,NA,Auditory,yes,no
flip__a,0.018542483,-0.041239975,0.099821475,0,0.007145336,flip,a,728,2.862131379,Gustatory,yes,no
eagerness__n,0.025712785,-0.000758181,0,0,0.024233665,eagerness,n,13,1.113943352,Visual,yes,no
ink__n,0.080263545,-0.036792136,-0.07119079,0.023531105,-0.026947123,ink,n,382,2.582063363,Visual,yes,no
picky__a,0,0.050037412,0,0,0.030302062,picky,a,111,2.045322979,Auditory,yes,no
backfield__n,-0.057170738,-0.011706922,-0.022796609,0,0.047158213,backfield,n,16,1.204119983,Haptic,yes,no
sorority__n,0.034914226,-0.025660528,0.035334467,0,-0.035988237,sorority,n,96,1.982271233,Gustatory,yes,no
flood__n,-0.018285479,-0.025895916,-0.145707107,0,0.001717572,flood,n,291,2.463892989,Haptic,no,no
interchangeable__a,0.031690925,0.050037412,0,0,0,interchangeable,a,20,1.301029996,Auditory,yes,no
formula__n,0,-0.073885514,0.139792228,0,0,formula,n,401,2.603144373,Gustatory,yes,no
orange-red__a,0.130445636,0,0,0,0,orange-red,a,NA,NA,Visual,yes,no
hills__n,0.071882036,0.001285702,0,0,0.0237008,hills,n,1027,3.011570444,Visual,yes,no
